actiontype,actiondate,treeid,supervisordistrict,addressno,altdescription,legalstatus,ownername,siteorder,locsite,sitetype,planttype,scientificname,commonname,treephoto,x,y,lat,long,point,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
Posted 15 Day,2018-02-09T00:00:00.000,85643,10,1235,Quesada Ave  :  Hawes St  -  Ingalls St,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/85643/mobilePic1713223092989.jpg'},6017171.4256,2093155.5219,37.72858156301089,-122.3830597211679,"{'type': 'Point', 'coordinates': [-122.383, 37.7286]}",78,78,2,9,1
Posted 30 Day,2024-12-02T00:00:00.000,23411,2,1790,Van Ness Ave  :  Sacramento St  -  Clay St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/23411/mobilePic1733180086371.jpg'},6006198.56305,2116531.68812,37.79174013721716,-122.42250109763383,"{'type': 'Point', 'coordinates': [-122.423, 37.7917]}",102,102,4,6,30
Posted 15 Day,2018-08-17T00:00:00.000,199674,10,1453,Thomas Ave  :  Jennings St  -  Keith St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/199674/mobilePic1534544228221.jpg'},6015501.9906,2093353.6888,37.72882379607413,-122.38848470759545,"{'type': 'Point', 'coordinates': [-122.388, 37.7288]}",86,86,2,9,1
Posted 15 Day,2017-11-06T00:00:00.000,2786,1,435,Cabrillo St  :  05th Ave  -  06th Ave,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora 'D.D. Blanchard',D.D. Blanchard Southern Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/2786/mobilePic1516651952632.jpg'},5994220.38396,2110725.03348,37.775393424859686,-122.4633401391564,"{'type': 'Point', 'coordinates': [-122.463, 37.7754]}",5,5,8,4,11
Posted 30 Day,2022-02-04T00:00:00.000,237513,8,3957,23rd St  :  Sanchez St  -  Noe St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/237513/mobilePic1644010063892.jpg'},6003406.44135,2102412.52203,37.75309168502311,-122.43091566641002,"{'type': 'Point', 'coordinates': [-122.431, 37.7531]}",52,52,3,5,22
Posted 15 Day,2018-01-12T00:00:00.000,238882,9,1407,South Van Ness Ave  :  25th St  -  26th St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Pyrus calleryana,Ornamental Pear,{'url': 'http://bsm.sfdpw.org/treephotos/238882/mobilePic1515791811226.jpg'},6007762.9648,2101446.6997,37.74997162175342,-122.41603113076431,"{'type': 'Point', 'coordinates': [-122.416, 37.75]}",53,53,3,2,20
Posted 24hr,2024-07-11T00:00:00.000,119497,1,815,31st Ave  :  Cabrillo St  -  Fulton St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/119497/mobilePic1720729291005.jpg'},5986314.72784,2110343.26008,37.773209651189404,-122.4906843010253,"{'type': 'Point', 'coordinates': [-122.491, 37.7732]}",8,8,8,4,29
Posted 30 Day,2017-07-24T00:00:00.000,139407,2,1311,Baker St  :  Geary Blvd  -  Post St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus retusa nitida,Banyan Fig,{'url': 'http://bsm.sfdpw.org/treephotos/139407/mobilePic1500922049635.jpg'},6000207.9303,2113507.632,37.78339133839717,-122.44289110141091,"{'type': 'Point', 'coordinates': [-122.443, 37.7834]}",103,103,8,6,31
Posted 30 Day,2018-01-12T00:00:00.000,224527,9,171,Bartlett St  :  22nd St  -  23rd St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Ficus microcarpa,Chinese Banyan,{'url': 'http://bsm.sfdpw.org/treephotos/224527/mobilePic1515795922567.jpg'},6006719.85919,2102790.50948,37.75456770147054,-122.41978169453283,"{'type': 'Point', 'coordinates': [-122.42, 37.7546]}",53,53,3,2,20
Posted 24hr,2021-07-12T00:00:00.000,196626,6,147,Minna St  :  New Montgomery St  -  03rd St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Pyrus calleryana,Ornamental Pear,{'url': 'http://bsm.sfdpw.org/treephotos/196626/mobilePic1705596887821.jpg'},6012492.39695,2114428.84229,37.78641998960059,-122.40073240468949,"{'type': 'Point', 'coordinates': [-122.401, 37.7864]}",32,32,1,10,8
Posted 24hr,2023-03-31T00:00:00.000,10634,5,830,Hayes St  :  Webster St  -  Fillmore St,DPW Maintained,DPW,3,"Sidewalk, Curb side",Cutout,Tree,Acacia baileyana,Bailey's Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/10634/mobilePic1680282111223.jpg'},6003840.507,2110782.2115,37.775939302946824,-122.4303763340828,"{'type': 'Point', 'coordinates': [-122.43, 37.7759]}",22,22,4,11,9
Posted 30 Day,2018-06-21T00:00:00.000,189723,10,645,Carolina St  :  19th St  -  Carolina St,DPW Maintained,Private,4,"Sidewalk, Curb side",Yard,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/189723/mobilePic1530901343884.jpg'},6012421.63462,2104907.53528,37.76061774175141,-122.40022286848917,"{'type': 'Point', 'coordinates': [-122.4, 37.7606]}",54,54,2,9,26
Posted 15 Day,2019-08-22T00:00:00.000,99241,6,560,Ellis St  :  Cohen Pl  -  Hyde St,DPW Maintained,FUF,2,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora,Southern Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/99241/mobilePic1694019129519.jpg'},6008235.1228,2113825.75072,37.78453088344329,-122.41542510437111,"{'type': 'Point', 'coordinates': [-122.415, 37.7845]}",20,20,5,10,36
Posted 24hr,2019-07-31T00:00:00.000,15685,11,4180,Mission St  :  Trumbull St  -  Ney St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Tristaniopsis laurina,Swamp Myrtle,{'url': 'http://bsm.sfdpw.org/treephotos/15685/mobilePic1564607041424.jpg'},6003576.06888,2094116.67673,37.7303561406343,-122.42973920303646,"{'type': 'Point', 'coordinates': [-122.43, 37.7304]}",94,94,9,1,28
Posted 15 Day,2018-10-30T00:00:00.000,212707,5,1439,05th Ave  :  Judah St  -  Kirkham St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/212707/mobilePic1540934862630.jpg'},5994565.98091,2105717.62937,37.76143097328388,-122.46183538578568,"{'type': 'Point', 'coordinates': [-122.462, 37.7614]}",109,109,7,11,14
Posted 15 Day,2020-02-19T00:00:00.000,175374,7,80,Junipero Serra Blvd  :  Woodacre Dr  -  Ocean Ave,DPW Maintained,DPW,6,"Sidewalk, Curb side",Cutout,Tree,Ulmus pumila,Siberian Elm,{'url': 'http://bsm.sfdpw.org/treephotos/175374/mobilePic1583525541604.jpg'},5991460.13566999,2095575.10899999,37.73251750146731,-122.4720876688895,"{'type': 'Point', 'coordinates': [-122.472, 37.7325]}",62,62,10,8,41
Posted 15 Day,2018-02-15T00:00:00.000,210933,11,154,Margaret Ave  :  Lakeview Ave  -  Summit St,DPW Maintained,Private,1,"Sidewalk, Curb side",Pot,Tree,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/210933/mobilePic1518735937166.jpg'},5996718.73035,2089319.81928,37.71674225695279,-122.45317084163747,"{'type': 'Point', 'coordinates': [-122.453, 37.7167]}",81,81,10,1,24
Posted 30 Day,2020-11-20T00:00:00.000,17437,10,1919,Palou Ave  :  Silver Ave  -  Rankin St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/17437/mobilePic1605913446882.jpg'},6013108.75457,2096537.612,37.73768544913194,-122.39744684383955,"{'type': 'Point', 'coordinates': [-122.397, 37.7377]}",87,87,2,9,1
Posted 15 Day,2017-09-25T00:00:00.000,117693,1,435,42nd Ave  :  Clement St  -  Geary Blvd,DPW Maintained,FUF,2,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora 'Little Gem',Little Gem Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/117693/mobilePic1506365644750.jpg'},5982808.8484,2112817.53757,37.78039323856464,-122.5030293583354,"{'type': 'Point', 'coordinates': [-122.503, 37.7804]}",8,8,8,4,29
Posted 24hr,2020-10-21T00:00:00.000,220401,6,65,McCoppin St  :  Jessie St  -  Stevenson St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Acer palmatum,Japanese Maple,{'url': 'http://bsm.sfdpw.org/treephotos/220401/mobilePic1603310469328.jpg'},6006279.41971,2109112.41341,37.77166093516279,-122.42142886959783,"{'type': 'Point', 'coordinates': [-122.421, 37.7717]}",32,32,1,10,20
Posted 24hr,2023-03-28T00:00:00.000,128397,3,316,Sutter St  :  Grant Ave  -  Stockton St,DPW Maintained,Private,5,"Sidewalk, Curb side",Pot,Tree,Paved Over,Paved Over,{'url': 'http://bsm.sfdpw.org/treephotos/128397/mobilePic1680032672072.jpg'},6010793.77559,2115575.52379,37.7895326285806,-122.40617783124284,"{'type': 'Point', 'coordinates': [-122.406, 37.7895]}",19,19,6,3,8
Posted 15 Day,2018-08-20T00:00:00.000,219665,5,4924,17th St  :  Shrader St  -  Stanyan St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/219665/mobilePic1671047411172.jpg'},5997710.35779,2105651.11077,37.76151965918141,-122.45126886961026,"{'type': 'Point', 'coordinates': [-122.451, 37.7615]}",114,114,7,11,14
Posted 24hr,2023-11-01T00:00:00.000,174966,9,44,Hamilton St  :  Silver Ave  -  Silliman St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Acacia baileyana,Bailey's Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/174966/mobilePic1698875908088.jpg'},6009006.88433,2093841.01999,37.73014779575335,-122.41120447381695,"{'type': 'Point', 'coordinates': [-122.411, 37.7301]}",91,91,2,2,25
Posted 24hr,2023-06-08T00:00:00.000,217677,7,254,West Portal Ave  :  Vicente St  -  14th Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Stump,Stump,{'url': 'http://bsm.sfdpw.org/treephotos/217677/mobilePic1721939367072.jpg'},5992403.7215,2097300.6069,37.73887114098774,-122.46805678365256,"{'type': 'Point', 'coordinates': [-122.468, 37.7389]}",46,46,10,8,41
Posted 30 Day,2020-06-11T00:00:00.000,6657,10,1550,Evans Ave  :  Newhall St  -  03rd St,DPW Maintained,DPW,5,"Sidewalk, Curb side",Cutout,Empty,Platanus racemosa,California Sycamore,{'url': 'http://bsm.sfdpw.org/treephotos/6657/mobilePic1591905896545.jpg'},6016109.87489,2098256.65899,37.74239610883806,-122.38717757343699,"{'type': 'Point', 'coordinates': [-122.387, 37.7424]}",76,76,2,9,1
Posted 30 Day,2018-07-30T00:00:00.000,18769,8,290,Roosevelt Way  :  15th St  -  Fairbanks St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Metrosideros excelsa,New Zealand Xmas Tree,{'url': 'http://bsm.sfdpw.org/treephotos/18769/mobilePic1604609081463.jpg'},6000600.23585,2106985.9234,37.76592318136928,-122.4403717692954,"{'type': 'Point', 'coordinates': [-122.44, 37.7659]}",113,113,7,5,5
Posted 15 Day,2019-05-17T00:00:00.000,105455,2,2307,Webster St  :  Washington St  -  Jackson St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/105455/mobilePic1558116568791.jpg'},6003193.66965,2116635.80681,37.7922397671463,-122.43282856259893,"{'type': 'Point', 'coordinates': [-122.433, 37.7922]}",102,102,4,6,30
Posted 15 Day,2019-11-07T00:00:00.000,203745,7,261,Wawona St  :  Vicente St  -  14th Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/203745/mobilePic1573159495788.jpg'},5992360.24804,2097555.04472,37.73925545228646,-122.468832006101,"{'type': 'Point', 'coordinates': [-122.469, 37.7393]}",46,46,10,8,41
Posted 30 Day,2021-12-16T00:00:00.000,219003,5,1461,07th Ave  :  Judah St  -  Kirkham St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Geijera parviflora,Australian Willow,{'url': 'http://bsm.sfdpw.org/treephotos/219003/mobilePic1639686739349.jpg'},5993948.08517,2105555.37526,37.76133708288472,-122.46397694755376,"{'type': 'Point', 'coordinates': [-122.464, 37.7613]}",109,109,7,11,14
Posted 15 Day,2018-04-05T00:00:00.000,3160,2,3431,California St  :  Laurel St  -  Locust St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/3160/mobilePic1522958729488.jpg'},5998052.1441,2114771.4659,37.78672524649442,-122.45093751450696,"{'type': 'Point', 'coordinates': [-122.451, 37.7867]}",11,11,8,6,31
Posted 30 Day,2018-07-10T00:00:00.000,140525,,1190,McAllister St  :  Friendship Ct  -  Fillmore St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Ficus retusa nitida,Banyan Fig,{'url': 'http://bsm.sfdpw.org/treephotos/140525/mobilePic1597697687850.jpg'},6003468.9224,2111772.2595,37.778686978995864,-122.43133242739931,"{'type': 'Point', 'coordinates': [-122.431, 37.7787]}",97,97,4,11,39
Posted 15 Day,2017-07-28T00:00:00.000,132139,2,99,Moulton St  :  Buchanan St  -  Webster St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Abandoned,Planting site (pave),Planting Site (pave),{'url': 'http://bsm.sfdpw.org/treephotos/132139/mobilePic1501275103972.jpg'},6002898.54088,2119398.05033,37.79973280011849,-122.43349722640671,"{'type': 'Point', 'coordinates': [-122.433, 37.7997]}",15,15,4,6,13
Posted 15 Day,2017-12-22T00:00:00.000,254092,7,716,Gonzalez Dr  :  Bucareli Dr  -  Rivas Ave,Significant Tree,Private,1,Front Yard,Yard,Tree,Tree(s),,{'url': 'http://bsm.sfdpw.org/treephotos/254092/mobilePic1513965069787.jpg'},5988732,2090042,37.71745735653549,-122.48060957284426,"{'type': 'Point', 'coordinates': [-122.481, 37.7175]}",42,42,10,8,16
Posted 15 Day,2023-04-10T00:00:00.000,18024,5,2726,Pine St  :  Divisadero St  -  Broderick St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ulmus parvifolia,Chinese Elm,{'url': 'http://bsm.sfdpw.org/treephotos/18024/mobilePic1692906863376.jpg'},6000724.7507,2114865.5018,37.787006382792185,-122.44108278969301,"{'type': 'Point', 'coordinates': [-122.441, 37.787]}",103,103,8,6,30
Posted 15 Day,2018-09-25T00:00:00.000,234480,9,2827,Cesar Chavez St  :  Bay Shore Blvd  -  Hwy 101 S On Ramp,DPW Maintained,Private,9,Front Yard,Yard,Tree,Pinus halepensis,Allepo Pine,{'url': 'http://bsm.sfdpw.org/treephotos/234480/mobilePic1537905696273.jpg'},6010697.22249,2100672.7702,37.74890752950655,-122.40600746697504,"{'type': 'Point', 'coordinates': [-122.406, 37.7489]}",60,60,3,2,2
Posted 30 Day,2019-07-16T00:00:00.000,209857,5,44,Hillway Ave  :  Carl St  -  Parnassus Ave,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Metrosideros excelsa,New Zealand Xmas Tree,{'url': 'http://bsm.sfdpw.org/treephotos/209857/mobilePic1563302319608.jpg'},5996120.20407,2106598.58834,37.76437356131221,-122.45671445921396,"{'type': 'Point', 'coordinates': [-122.457, 37.7644]}",110,110,7,11,14
Posted 15 Day,2019-01-31T00:00:00.000,141892,5,1315,Eddy St  :  Buchanan St  -  Webster St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ulmus parvifolia,Chinese Elm,{'url': 'http://bsm.sfdpw.org/treephotos/141892/mobilePic1548972031689.jpg'},6004160.261,2112868.39,37.78174650077351,-122.4298249013241,"{'type': 'Point', 'coordinates': [-122.43, 37.7817]}",97,97,4,11,39
Posted 30 Day,2018-08-01T00:00:00.000,224921,8,404,Diamond St  :  21st St  -  22nd St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/224921/mobilePic1533150729402.jpg'},6001773.50146,2103458.40142,37.75516223908042,-122.43667171013729,"{'type': 'Point', 'coordinates': [-122.437, 37.7552]}",115,115,3,5,22
Posted 15 Day,2018-01-12T00:00:00.000,236317,9,3110,23rd St  :  Folsom St  -  Shotwell St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/236317/mobilePic1515795544353.jpg'},6008227.14079,2102725.02385,37.754066195308035,-122.41477682503344,"{'type': 'Point', 'coordinates': [-122.415, 37.7541]}",53,53,3,2,20
Posted 15 Day,2018-09-06T00:00:00.000,191163,6,300,Berry St  :  05th St  -  06th St,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Koelreuteria paniculata,Golden Rain Tree,{'url': 'http://bsm.sfdpw.org/treephotos/191163/mobilePic1536266368072.jpg'},6013701.02941,2109748.55088,37.773151384907734,-122.39668891292791,"{'type': 'Point', 'coordinates': [-122.397, 37.7732]}",34,34,1,10,4
Posted 24hr,2020-10-27T00:00:00.000,10437,5,1472,Haight St  :  Masonic Ave  -  Ashbury St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Lophostemon confertus,Brisbane Box,{'url': 'http://bsm.sfdpw.org/treephotos/10437/mobilePic1623972216331.jpg'},5999082.1034,2108734.1403,37.77010887906384,-122.44613940567206,"{'type': 'Point', 'coordinates': [-122.446, 37.7701]}",25,25,7,11,3
Posted 15 Day,2018-10-23T00:00:00.000,231784,8,592,Chenery St  :  Natick St  -  Castro St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Maytenus boaria,Mayten,{'url': 'http://bsm.sfdpw.org/treephotos/231784/mobilePic1540319849570.jpg'},6002940.60861,2095723.06928,37.73457589441091,-122.43213742293727,"{'type': 'Point', 'coordinates': [-122.432, 37.7346]}",96,96,9,5,10
Posted 30 Day,2021-04-22T00:00:00.000,175062,9,39,Princeton St  :  Tulane St  -  Silver Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/175062/mobilePic1617297949489.jpg'},6007558.51768,2093776.48674,37.729254986126776,-122.4162387497629,"{'type': 'Point', 'coordinates': [-122.416, 37.7293]}",92,92,2,2,25
Posted 15 Day,2018-02-08T00:00:00.000,22795,5,1910,Turk St  :  Broderick St  -  Saint Joseph's Ave,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/22795/mobilePic1693339912931.jpg'},6000839.4886,2112107.3676,37.77940137483123,-122.44067745934827,"{'type': 'Point', 'coordinates': [-122.441, 37.7794]}",13,13,7,6,18
Posted 30 Day,2020-01-17T00:00:00.000,237654,8,3880,21st St  :  Noe St  -  Castro St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/237654/mobilePic1715036924299.jpg'},6002535.61111,2103578.76541,37.75615972727992,-122.43343858528353,"{'type': 'Point', 'coordinates': [-122.433, 37.7562]}",115,115,3,5,5
Posted 30 Day,2019-06-03T00:00:00.000,206267,7,576,Dewey Blvd  :  Pacheco St  -  Taraval St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Eucalyptus sideroxylon,Red Ironbark,{'url': 'http://bsm.sfdpw.org/treephotos/206267/mobilePic1559594908853.jpg'},5994070.07088,2099419.58791,37.744659445609514,-122.46253356094167,"{'type': 'Point', 'coordinates': [-122.463, 37.7447]}",45,45,10,8,41
Posted 24hr,2020-05-10T00:00:00.000,132050,3,8,Codman Pl  :  Clay St  -  Washington St,DPW Maintained,Private,3,Back Yard,Yard,Tree,Other,Other,{'url': 'http://bsm.sfdpw.org/treephotos/132050/mobilePic1589142360514.jpg'},6009828.13331,2117270.18824,37.79424809620639,-122.40998689221892,"{'type': 'Point', 'coordinates': [-122.41, 37.7942]}",16,16,6,3,21
Posted 30 Day,2024-06-24T00:00:00.000,9416,6,700,Golden Gate Ave  :  Franklin St  -  Gough St,DPW Maintained,DPW,5,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/9416/mobilePic1718741403316.jpg'},6006107.3266,2112488.25063,37.78071632408811,-122.42290888946495,"{'type': 'Point', 'coordinates': [-122.423, 37.7807]}",21,21,4,11,39
Posted 15 Day,2021-01-26T00:00:00.000,125135,2,2655,Broderick St  :  Vallejo St  -  Green St,Permitted Site,Private,1,"Sidewalk, Curb side",Cutout,Tree,,To Be Determine,{'url': 'http://bsm.sfdpw.org/treephotos/125135/mobilePic1715033614834.jpg'},6000111.60795,2117732.00363,37.794640398275405,-122.4434788086245,"{'type': 'Point', 'coordinates': [-122.443, 37.7946]}",102,102,4,6,30
Posted 15 Day,2018-05-18T00:00:00.000,187720,10,65,Whitney Young Cir  :  Progress St  -  Hudson Ave,DPW Maintained,Private,21,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/187720/mobilePic1505509484975.jpg'},6017189.12097,2094942.52157,37.73338129070029,-122.38282273940628,"{'type': 'Point', 'coordinates': [-122.383, 37.7334]}",86,86,2,9,1
Posted 30 Day,2022-10-24T00:00:00.000,267270,,1320,Ellis St  :  Quickstep Ln  -  Inca Ln,Significant Tree,Private,9,"Sidewalk, Property side",Yard,Tree,Populus nigra 'Italica',Lombardy Poplar,{'url': 'http://bsm.sfdpw.org/treephotos/267270/mobilePic1663100107272.jpg'},6004444,2113383,37.78288351174735,-122.42838270836528,"{'type': 'Point', 'coordinates': [-122.428, 37.7829]}",97,97,4,11,39
Posted 24hr,2020-10-02T00:00:00.000,239689,8,218,28th St  :  Church St  -  Sanchez St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Schinus terebinthifolius,Brazilian Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/239689/mobilePic1601660436587.jpg'},6004444.11087,2099592.42792,37.74523193589337,-122.42792948881089,"{'type': 'Point', 'coordinates': [-122.428, 37.7452]}",84,84,9,5,22
Posted 15 Day,2020-02-07T00:00:00.000,262003,4,1503,Sunset Blvd  :  Kirkham St  -  Lawton St,DPW Maintained,DPW,5,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,,5984810,2104956,37.75807014954387,-122.4956230318873,"{'type': 'Point', 'coordinates': [-122.496, 37.7581]}",39,39,10,7,35
Posted 15 Day,2017-07-17T11:17:47.000,119762,,101,"Octavia St, Frontage West  :  Haight St  -  Rose St",DPW Maintained,DPW,4,"Sidewalk, Curb side",Cutout,Tree,Prunus serrulata,Ornamental Cherry,,,,37.77317045099949,-122.42396366815424,"{'type': 'Point', 'coordinates': [-122.424, 37.7732]}",26,26,4,11,9
Posted 24hr,2020-07-31T00:00:00.000,123830,1,1441,Anza St  :  05th Ave  -  06th Ave,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Empty,Planting site,Planting Site,{'url': 'http://bsm.sfdpw.org/treephotos/123830/mobilePic1596226814127.jpg'},5994145.39484,2112080.32861,37.77911465718188,-122.46361057544343,"{'type': 'Point', 'coordinates': [-122.464, 37.7791]}",5,5,8,4,11
Posted 15 Day,2021-02-22T00:00:00.000,67031,2,2033,Baker St  :  Clay St  -  Washington St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/67031/mobilePic1617213866516.jpg'},5999867.08314,2115982.05957,37.78989178885179,-122.4442099119422,"{'type': 'Point', 'coordinates': [-122.444, 37.7899]}",102,102,8,6,30
Posted 15 Day,2023-09-20T00:00:00.000,54939,10,537,Blanken Ave  :  Nueva Ave  -  Gillette Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/54939/mobilePic1695250885476.jpg'},6013054.91789,2086947.83958,37.711096758785345,-122.39691255443782,"{'type': 'Point', 'coordinates': [-122.397, 37.7111]}",89,89,2,9,1
Posted 15 Day,2019-09-23T00:00:00.000,64564,3,1011,Powell St  :  Clay St  -  Washington St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Eriobotrya deflexa,Bronze Loquat,{'url': 'http://bsm.sfdpw.org/treephotos/64564/mobilePic1569275063708.jpg'},6009907.55581,2117242.96669,37.794294363126255,-122.40963131299506,"{'type': 'Point', 'coordinates': [-122.41, 37.7943]}",16,16,6,3,21
Posted 30 Day,2020-01-23T00:00:00.000,189182,6,40,Bluxome St  :  04th St  -  05th St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Afrocarpus gracilior,Fern Pine,{'url': 'http://bsm.sfdpw.org/treephotos/189182/mobilePic1582147181573.jpg'},6013480.92655,2110921.93119,37.77681981252814,-122.39685672807914,"{'type': 'Point', 'coordinates': [-122.397, 37.7768]}",32,32,1,10,34
Posted 30 Day,2022-10-24T00:00:00.000,267269,,1320,Ellis St  :  Quickstep Ln  -  Inca Ln,Significant Tree,Private,8,"Sidewalk, Property side",Yard,Tree,Populus nigra 'Italica',Lombardy Poplar,{'url': 'http://bsm.sfdpw.org/treephotos/267269/mobilePic1663100033749.jpg'},6004444,2113383,37.78288351174735,-122.42838270836528,"{'type': 'Point', 'coordinates': [-122.428, 37.7829]}",97,97,4,11,39
Posted 15 Day,2018-04-30T00:00:00.000,37354,11,15,Florentine Ave  :  Mission St  -  Morse St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,"Rhaphiolepis ""Majestic Beauty""",Indian Hawthorn  'Majestic Beau',{'url': 'http://bsm.sfdpw.org/treephotos/37354/mobilePic1525121841031.jpg'},5999445.56286,2087945.6113,37.71263560300276,-122.44363557047089,"{'type': 'Point', 'coordinates': [-122.444, 37.7126]}",58,58,9,1,7
Posted 15 Day,2020-01-29T00:00:00.000,245870,5,38,Baker St  :  Haight St  -  Page St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (pave),Planting Site (pave),{'url': 'http://bsm.sfdpw.org/treephotos/245870/mobilePic1609876428810.jpg'},6000878.2481,2109160.175,37.77131325255113,-122.44045195723243,"{'type': 'Point', 'coordinates': [-122.44, 37.7713]}",112,112,7,11,3
